,Mario,,,,,Donkey Kong,,,,,Link,,,,,Samus,,,,,Yoshi,,,,,Kirby,,,,,Fox,,,,,Pikachu,,,,,Luigi,,,,,Ness,,,,,Captain Falcon,,,,, Jigglypuff,,,,,Peach,,,,,Bowser,,,,,Ice Climbers,,,,,Sheik,,,,,Zelda,,,,,Dr. Mario,,,,,Pichu,,,,,Falco,,,,,Marth,,,,,Lucina,,,,,Young Link,,,,,Ganondorf,,,,,Mewtwo,,,,,Roy,,,,,Chrom,,,,,Mr. G&W,,,,,Meta Knight,,,,,Pit,,,,,Zero Suit Samus,,,,,Wario,,,,,Snake,,,,,Ike,,,,,Pokemon Trainer,,,,,Diddy Kong,,,,,Lucas,,,,,Sonic,,,,,King Dedede,,,,,Olimar,,,,,Lucario,,,,,R.O.B.,,,,,Toon Link,,,,,Wolf,,,,,Villager,,,,,Mega Man,,,,,Wii Fit Trainer,,,,,Rosalina,,,,,Little Mac,,,,,Greninja,,,,,Palutena,,,,,Pac-Man,,,,,Robin,,,,,Shulk,,,,,Bowser Jr,,,,,Duck Hunt,,,,,Ryu,,,,,Ken,,,,,Cloud,,,,,Corrin,,,,,Bayonetta,,,,,Inkling,,,,,Ridley,,,,,Richter,,,,,King K. Rool,,,,,Isabelle,,,,,Incineroar,,,,,Piranha Plant,,,,,Joker,,,,,Hero,,,,,Banjo,,,,,Terry,,,,,Byleth,,,,,Min Min,,,,,Steve,,,,,Sephiroth,,,,,Pyra/Mythra,,,,,Kazuya,,,,,Sora,,,,,Mii Brawler,,,,,Mii Swordfighter,,,,,Mii Gunner,,,
,Offline,5,,2.2%,,Purple~H,3,,3.1%,,Deltaforce,1,,1.3%,,Headshot,10,,2.5%,,Danbi,4,,3%,,,,,,,Cali,6,,2.4%,,G-XTREME,3,,2.1%,,Mind,8,,4.1%,,GANDIX,4,,1.4%,,Suikrom,3,,1.3%,,,,,,,Nuggetz,3,,1.5%,,ThymeBalloon,2,,1.4%,,Spammage,3,,1.8%,,Hikari,4,,2.6%,,,,,,,LexoRom,0.5,,0.7%,,,,,,,Motsunabe,5,,3%,,,,,,,El,2,,0.9%,,T,5,,3.1%,,,,,,,,,,,,Chazz,12,,2.5%,,Rivers,2,,2.1%,,Abadango,6,,2.2%,,Hoe,2,,2.2%,,,,,,,kylzim,5,,3.4%,,Waymas,5,,2.1%,,Phoenix,12,,2.5%,,Bonilla,2,,3.2%,,Adrian,7,,3.3%,,ABR,7,,2.3%,,Rizeo,2,,2.2%,,Kamex,5,,1.8%,,,,,,,ArmyOli,3,,1.3%,,,,,,,Machu,14,,2.3%,,Jon Bombo,1,,0.9%,,moxi,11,,2.2%,,,,,,,ToffeeCG,2,,1.3%,,Crash,2,,3.6%,,,,,,,,,,,,Ekaki,4,,2.9%,,Ismael,10,,2.1%,,Latte,7,,2.6%,,Zafire,2,,3.4%,,Kinaji,5.5,,2.9%,,,,,,,,,,,,Nito,2,,1.3%,,SRK,5,,3.1%,,Tsu,5,,2.2%,,,,,,,Chag,4,,2%,,Pancakes,4,,2.4%,,KEE,0.5,,0.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,Marcbri,9,,2.7%,,Kamisuke,2,,1.7%,,,,,,,Zaul,5,,3%,,Eleven,2,,1.9%,,Dayyy,9,,2.9%,,Apple,13,,1.9%,,zak9999,6.5,,2.1%,,Tickle,10,,2%,,Shaveh,8,,2.3%,,Ven,1.5,,1.6%,,Tsu,2,,3.3%,,,,,,,,,,
,SuperDog,5,,2.2%,,Smokk,2,,2.1%,,,,,,,Divine,9,,2.3%,,Pharaoh,3,,2.3%,,,,,,,Cruzy,6,,2.4%,,Hashibobo,3,,2.1%,,Karpador64,7,,3.6%,,y0lt,1,,0.4%,,Osoman,3,,1.3%,,,,,,,Gliscor,3,,1.5%,,eMass,2,,1.4%,,Chonren,2.5,,1.5%,,Soluna,4,,2.6%,,,,,,,Remrin,0.5,,0.7%,,,,,,,Flip,5,,3%,,,,,,,Spacemanbad2,2,,0.9%,,Clique,5,,3.1%,,,,,,,,,,,,Cyro,12,,2.5%,,Kepler,0.5,,0.5%,,Renami,6,,2.2%,,Jon Bombo,2,,2.2%,,,,,,,Meido,4,,2.7%,,Bastos,5,,2.1%,,Br1 AV,11,,2.3%,,Hiroki,2,,3.2%,,BryanZ,6,,2.8%,,Z,6,,2%,,Barco,2,,2.2%,,Seco,3,,1.1%,,,,,,,Perla,2,,0.9%,,,,,,,Atomic,12,,2%,,,,,,,Keen,11,,2.2%,,,,,,,NoLuck,2,,1.3%,,CHACHO,1,,1.8%,,,,,,,,,,,,Ripka,3,,2.2%,,Jagaimo,9,,1.9%,,Fruits,7,,2.6%,,Xaiop,2,,3.4%,,Tru4,5,,2.6%,,,,,,,,,,,,Tsumusuto,2,,1.3%,,Kenoca,4,,2.5%,,Garo,5,,2.2%,,,,,,,TheMightyDialga,4,,2%,,eMass,4,,2.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Faifre,8,,2.4%,,Kabi,2,,1.7%,,,,,,,Junes,4,,2.4%,,8Mitsuki,1.5,,1.4%,,Peckham,8,,2.6%,,67,13,,1.9%,,Vapor,6,,2%,,Mr. R,9.5,,1.9%,,Anality,6,,1.8%,,Rain,1,,1%,,Leo D. Haki,2,,3.3%,,,,,,,,,,
,Hikari,4,,1.8%,,Sirove,2,,2.1%,,,,,,,Raflow,7,,1.8%,,Light (CAN),3,,2.3%,,,,,,,Streakz,5,,2%,,Ang,2.5,,1.7%,,Kaedegi,5,,2.6%,,PsineWave,1,,0.4%,,Unitama,1,,0.4%,,,,,,,Xav,3,,1.5%,,GALAXY,2,,1.4%,,Mr. F,2,,1.2%,,Strikeyguy,4,,2.6%,,,,,,,Acsor,0.5,,0.7%,,,,,,,Zomba,4.5,,2.7%,,,,,,,PUNISHER,2,,0.9%,,AGenericName,4,,2.5%,,,,,,,,,,,,Lancelot,11.5,,2.4%,,,,,,,Regi Shikimi,6,,2.2%,,Conquest,1.5,,1.6%,,,,,,,Sirjon,4,,2.7%,,Kameme,4.5,,1.9%,,Kinaji,9,,1.9%,,stevenmontes,2,,3.2%,,DDee,6,,2.8%,,BANG!,6,,2%,,Katherine,1,,1.1%,,Notton,3,,1.1%,,,,,,,,,,,,,,,,,SebPro101,10,,1.6%,,,,,,,shori,8,,1.6%,,,,,,,Sr. E,2,,1.3%,,,,,,,,,,,,,,,,,Raarchyor,3,,2.2%,,Pacha,8,,1.7%,,Pac-Slash,7,,2.6%,,iGreg!,2,,3.4%,,KBTIT,3,,1.6%,,,,,,,,,,,,Nathan,2,,1.3%,,Venom,3,,1.8%,,Geovanny,5,,2.2%,,,,,,,Deathspade,4,,2%,,FriskyCissin,2,,1.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eMass,8,,2.4%,,Thorn,2,,1.7%,,,,,,,Manu,3,,1.8%,,Tigerton,1,,0.9%,,Xerzal,7,,2.2%,,Desmona,11,,1.6%,,Kaninabe,5.5,,1.8%,,Jin,8,,1.6%,,Allidar,6,,1.8%,,,,,,,Peli,2,,3.3%,,,,,,,,,,
,Papin,4,,1.8%,,Toasted,1,,1%,,,,,,,Kace,6,,1.5%,,Fui,3,,2.3%,,,,,,,GARU,5,,2%,,Shmu,2,,1.4%,,Z minus,4,,2.1%,,Echofire,1,,0.4%,,StarLad,1,,0.4%,,,,,,,Choco,2.5,,1.2%,,Josepan,2,,1.4%,,Shiba,1,,0.6%,,Chonren,2.5,,1.6%,,,,,,,,,,,,,,,,,MattyaMattya,4,,2.4%,,,,,,,,,,,,Suinoko,3,,1.9%,,,,,,,,,,,,Josmarlu,9,,1.9%,,,,,,,Extra,5.5,,2%,,Galaxia,1,,1.1%,,,,,,,Opsine,3,,2%,,Axiom XL,4,,1.7%,,Marshall,9,,1.9%,,Roger,2,,3.2%,,Quidd,5,,2.3%,,kept,5.5,,1.8%,,Syumai,1,,1.1%,,Gachipi,2.5,,0.9%,,,,,,,,,,,,,,,,,Kuroponzu,9,,1.5%,,,,,,,ReN,7,,1.4%,,,,,,,Loding...,1,,0.6%,,,,,,,,,,,,,,,,,Andre247,2,,1.4%,,Mtkat,8,,1.7%,,Kiwi,6,,2.2%,,Whisky,2,,3.4%,,hayaT,3,,1.6%,,,,,,,,,,,,SRK,1,,0.6%,,Sytonix,1,,0.6%,,Masashi,4,,1.7%,,,,,,,Reflection,3,,1.5%,,Flow,2,,1.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhan,7,,2.1%,,Tsu,1.5,,1.3%,,,,,,,Crash101,2,,1.2%,,Calvaflow,0.5,,0.5,,Alab,7,,2.2%,,HIKARU,10.5,,1.5%,,Whoophee,5,,1.6%,,Tweek,8,,1.6%,,Grim,6,,1.8%,,,,,,,Luma,1,,1.6%,,,,,,,,,,
,Ludo,4,,1.8%,,MOZA,1,,1%,,,,,,,Charlie,5,,1.3%,,Blas,3,,2.3%,,,,,,,Strikeyguy,4,,1.6%,,Charlie,1,,0.7%,,Ogatou,4,,2.1%,,,,,,,StarMod,1,,0.4%,,,,,,,Aleixo,2,,1%,,SIDX,2,,1.4%,,,,,,,naitosharp,2.5,,1.6%,,,,,,,,,,,,,,,,,Gogeta,4,,2.4%,,,,,,,,,,,,Legaia,1,,0.6%,,,,,,,,,,,,Rinor,8.5,,1.8%,,,,,,,CHEESE,3,,1.1%,,,,,,,,,,,,Gurudan,3,,2%,,LOE1,4,,1.7%,,Pelca,9,,1.9%,,Rem,1,,1.6%,,Chonren,3.5,,1.6%,,Cesco,5,,1.6%,,,,,,,bt.yamato,2.5,,0.9%,,,,,,,,,,,,,,,,,Bonilla,8,,1.3%,,,,,,,Tweek,6,,1.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,Rattsu,2,,1.4%,,Mystearica,7,,1.5%,,pacstreet,5,,1.8%,,Middnights,1,,1.7%,,Dufaux,2,,1%,,,,,,,,,,,,,,,,,Vai,1,,0.6%,,akasa,4,,1.7%,,,,,,,Blaze,3,,1.5%,,acsor,1,,0.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arsenic,6,,1.8%,,hdk!,1,,0.8%,,,,,,,Alternis,2,,1.2%,,,,,,,Doramigi,6,,1.9%,,ReZo,10,,1.5%,,Rizeasu,4,,1.3%,,Gorioka,7,,1.4%,,Wildz,5,,1.5%,,,,,,,Hasuiro,1,,1.6%,,,,,,,,,,
,Ssaturday,3,,1.3%,,,,,,,,,,,,Parme,4,,1%,,Yoshi-O,2,,1.5%,,,,,,,Megafox,4,,1.6%,,NocoBros,1,,0.7%,,SassyFlygon,4,,2.1%,,,,,,,Arctice,1,,0.4%,,,,,,,Ra,2,,1%,,Crash,1,,0.7%,,,,,,,YOC,1,,0.6%,,,,,,,,,,,,,,,,,SKIPPER,3,,1.8%,,,,,,,,,,,,Jose,1,,0.6%,,,,,,,,,,,,Karflo,8,,1.7%,,,,,,,Silvalotl,2,,0.7%,,,,,,,,,,,,eMass,2,,1.3%,,moufi,4,,1.7%,,Player 7,8.5,,1.8%,,Hanad,1,,1.6%,,Showers,3.5,,1.6%,,TKM,4,,1.3%,,,,,,,Cesar,2.5,,0.9%,,,,,,,,,,,,,,,,,Genialo,8,,1.3%,,,,,,,Morsalsa,6,,1.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,Piplup,2,,1.4%,,Zie,7,,1.5%,,Elwin,4,,1.5%,,Hoe,1,,1.7%,,Eleven,2,,1%,,,,,,,,,,,,,,,,,,,,,,Luminous,4,,1.7%,,,,,,,Hiro,3,,1.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atomic,6,,1.8%,,Luchalitten,1,,0.8%,,,,,,,Rayo,2,,1.2%,,,,,,,Mao,5,,1.6%,,WhyDo,10,,1.5%,,Moo,4,,1.3%,,tarakotori,6,,1.2%,,nizemamo,5,,1.5%,,,,,,,,,,,,,,,,,,,,
,umanz,2,,0.9%,,,,,,,,,,,,Muk,4,,1%,,Ividal,2,,1.5%,,,,,,,chicken,4,,1.6%,,Zen,1,,0.7%,,Toguro,4,,2.1%,,,,,,,,,,,,,,,,,RobinGG,1,,0.5%,,SolarFlare,1,,0.7%,,,,,,,Tohru,0.5,,0.3%,,,,,,,,,,,,,,,,,Beet,2,,1.2%,,,,,,,,,,,,Alphicans,1,,0.6%,,,,,,,,,,,,Yamanaction,7.5,,1.6%,,,,,,,treehugger,2,,0.7%,,,,,,,,,,,,AoS,2,,1.3%,,Doragon,3,,1.3%,,Cormeme,8,,1.7%,,Takeo,1,,1.6%,,Crisam,3,,1.4%,,Dakpo,4,,1.3%,,,,,,,Kichiro,2,,0.7%,,,,,,,,,,,,,,,,,DC,8,,1.3%,,,,,,,HIDE,6,,1.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,Tsuna,2,,1.4%,,Tohru,7,,1.5%,,Octave,4,,1.5%,,Synergy,1,,1.7%,,1Solo,2,,1%,,,,,,,,,,,,,,,,,,,,,,WhyDo,4,,1.7%,,,,,,,Mistake,3,,1.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ravenking,5,,1.5%,,,,,,,,,,,,YDelirious,2,,1.2%,,,,,,,Rinkururu,4.5,,1.4%,,Chokeyuken,10,,1.5%,,Pokepen,3,,1%,,Rox,6,,1.2%,,GotM,5,,1.5%,,,,,,,,,,,,,,,,,,,,
,Unfezant,2,,0.9%,,,,,,,,,,,,Fairess,3,,0.8%,,Obi,2,,1.5%,,,,,,,BassMage,3.5,,1.4%,,Kira,1,,0.7%,,Crepe Salee,2.5,,1.3%,,,,,,,,,,,,,,,,,Dia,1,,0.5%,,Mafe2233,1,,0.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,Kashiya,2,,1.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,Sriks,7,,1.5%,,,,,,,Bro1,1,,0.4%,,,,,,,,,,,,AndrewT,2,,1.3%,,Emm,2,,0.9%,,Tomberry,8,,1.7%,,Shoghi,1,,1.6%,,Zomba,3,,1.4%,,Xyxeon,4,,1.3%,,,,,,,Chez,1,,0.4%,,,,,,,,,,,,,,,,,8BitMan,8,,1.3%,,,,,,,BryanZ,6,,1.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,Taicho,2,,1.4%,,marcpq,7,,1.5%,,HIDE,3,,1.1%,,Chugs,1,,1.7%,,SicKass,1,,0.5%,,,,,,,,,,,,,,,,,,,,,,Javi,3.5,,1.5%,,,,,,,ConCon,3,,1.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fancy,5,,1.5%,,,,,,,,,,,,Naz,2,,1.2%,,,,,,,MasterKill,4,,1.3%,,ApolloKage,10,,1.5%,,Yaura,2.5,,0.8%,,Weijie01,5,,1%,,Venom,4,,1.2%,,,,,,,,,,,,,,,,,,,,
,Mafe2233,2,,0.9%,,,,,,,,,,,,jjcat00,3,,0.8%,,Plasma,1,,0.8%,,,,,,,Larry Lurr,3,,1.2%,,,,,,,Hideyoshi,2.5,,1.3%,,,,,,,,,,,,,,,,,Syumai,1,,0.5%,,Melee,1,,0.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,Harasen,1.5,,0.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,Smokk,7,,1.5%,,,,,,,Quark,1,,0.4%,,,,,,,,,,,,Exodia,1,,0.7%,,Takahashi,1,,0.4%,,Brandon Gordon,7,,1.5%,,,,,,,Spinn,3,,1.4%,,Paseriman,3,,1%,,,,,,,LexoRom,1,,0.4%,,,,,,,,,,,,,,,,,MKLeo,7.5,,1.2%,,,,,,,ZD,5,,1%,,,,,,,,,,,,,,,,,,,,,,,,,,,Rain,2,,1.4%,,Lukitu,7,,1.5%,,Phonky,2,,0.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MINTOS,3,,1.3%,,,,,,,KaitoRoy,2.5,,1.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deepfreeze,5,,1.5%,,,,,,,,,,,,,,,,,,,,,,Raleck,4,,1.3%,,Romeo Santos,9,,1.3%,,eMass,2,,0.7%,,Frozen,4,,0.8%,,Pipwolf,4,,1.2%,,,,,,,,,,,,,,,,,,,,
,SkyWarrior!,2,,0.9%,,,,,,,,,,,,ToxicGoofy,3,,0.8%,,Myles,1,,0.8%,,,,,,,T,3,,1.2%,,,,,,,eMass,2,,1%,,,,,,,,,,,,,,,,,,,,,,Vreyvus,1,,0.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,Duon,1,,0.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,Mr. F,7,,1.5%,,,,,,,Drako,1,,0.4%,,,,,,,,,,,,Mittens,1,,0.7%,,Remrin,1,,0.4%,,Melo,7,,1.5%,,,,,,,Poww,2,,0.9%,,Worry,3,,1%,,,,,,,Neitor,1,,0.4%,,,,,,,,,,,,,,,,,CK,7,,1.2%,,,,,,,Gin,5,,1%,,,,,,,,,,,,,,,,,,,,,,,,,,,Capsize,1,,0.7%,,Eko,6,,1.3%,,Atelier,1.5,,0.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dietsoda,3,,1.3%,,,,,,,Mottsuan,2,,1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mercury,4,,1.2%,,,,,,,,,,,,,,,,,,,,,,MaT,3,,1%,,DDee,8,,1.2%,,Tama,2,,0.7%,,Ashen,4,,0.8%,,Suadero,4,,1.2%,,,,,,,,,,,,,,,,,,,,
,Neet,2,,0.9%,,,,,,,,,,,,Xyxeon,2,,0.5%,,Meme,1,,0.8%,,,,,,,Temptation,3,,1.2%,,,,,,,Momon,2,,1%,,,,,,,,,,,,,,,,,,,,,,Zemmol,0.5,,0.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,Active,1,,0.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,Lax,6.5,,1.3%,,,,,,,MoneyRight,1,,0.4%,,,,,,,,,,,,RuiZss,1,,0.7%,,Drako,1,,0.4%,,Tapsy,7,,1.5%,,,,,,,Luminous,1,,0.5%,,DarioLMM,2,,0.7%,,,,,,,Phil,1,,0.4%,,,,,,,,,,,,,,,,,Grayson,7,,1.2%,,,,,,,Surehyper,5,,1%,,,,,,,,,,,,,,,,,,,,,,,,,,,Kashiya,0.5,,0.4%,,Tama,6,,1.3%,,Burnlight,1,,0.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ReN,3,,1.3%,,,,,,,Ale,2,,1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ashen,4,,1.2%,,,,,,,,,,,,,,,,,,,,,,Lowell,3,,1%,,Suadero,8,,1.2%,,BAvillain,2,,0.7%,,Colorondo8,4,,0.8%,,Rox,3,,0.9%,,,,,,,,,,,,,,,,,,,,
,Axem Chriz,1,,0.4%,,,,,,,,,,,,Hide,2,,0.5%,,Malisker,1,,0.8%,,,,,,,Beast,1.5,,0.6%,,,,,,,Nemo,2,,1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kakpu,6,,1.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,MoneyRight,1,,0.4%,,Kyou,7,,1.5%,,,,,,,Polty,1,,0.5%,,cyve,2,,0.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,Sintro,7,,1.2%,,,,,,,iModerz,5,,1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cee,6,,1.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Azrael,3,,1.3%,,,,,,,worry,1.5,,0.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tsubaki,4,,1.2%,,,,,,,,,,,,,,,,,,,,,,HIDE,3,,1%,,Maister,7.5,,1.1%,,Cloudy,2,,0.7%,,Kendo,4,,0.8%,,Mittens,2,,0.6%,,,,,,,,,,,,,,,,,,,,
,Necro,1,,0.4%,,,,,,,,,,,,Tama,2,,0.5%,,,,,,,,,,,,lukey,1,,0.4%,,,,,,,DKM,1,,0.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mao,5,,1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ishihara Maya,6,,1.2%,,,,,,,MoneyRight,1,,0.5%,,Kojika Yoshio,2,,0.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,RokiTendonman,6,,1%,,,,,,,nagu,4,,0.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shuck3y,5,,1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ned,3,,1.3%,,,,,,,ForFor,1,,0.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dura,4,,1.2%,,,,,,,,,,,,,,,,,,,,,,Shuck3y,2.5,,0.8%,,Many,7,,1%,,firstbones,1,,0.3%,,Zenatti,3,,0.6%,,Fresco,2,,0.6%,,,,,,,,,,,,,,,,,,,,
,Toguro,1,,0.4%,,,,,,,,,,,,Yoshi-O,2,,0.5%,,,,,,,,,,,,Fwed,1,,0.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GotM,5,,1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ram,6,,1.2%,,,,,,,Dr. Miro,1,,0.5%,,Gantz,2,,0.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,Forze,6,,1%,,,,,,,Hide,4,,0.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soudsamus,5,,1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nao,2.5,,1.1%,,,,,,,Yariz,1,,0.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TriM,3.5,,1%,,,,,,,,,,,,,,,,,,,,,,pacstreet,2,,0.6%,,Riku,6,,0.9%,,,,,,,Mero,3,,0.6%,,Nemo,2,,0.6%,,,,,,,,,,,,,,,,,,,,
,Stronghold,1,,0.4%,,,,,,,,,,,,Sam,2,,0.5%,,,,,,,,,,,,Chocoyo_ZP,1,,0.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Toura,4,,0.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ghassan,5,,1%,,,,,,,Fr0zen,1,,0.5%,,Mr. Cacao,2,,0.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,Luma,5,,0.8%,,,,,,,Vongola,4,,0.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noot,5,,1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,benji,2,,0.9%,,,,,,,Shadow_PR,1,,0.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hashibobo,3.5,,1%,,,,,,,,,,,,,,,,,,,,,,Jeepers,2,,0.6%,,Redacious,6,,0.9%,,,,,,,Castle,2,,0.4%,,Yu,2,,0.6%,,,,,,,,,,,,,,,,,,,,
,Peppa,1,,0.4%,,,,,,,,,,,,Lynzle,1.5,,0.4%,,,,,,,,,,,,Tanark,1,,0.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mr. R,3,,0.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Astrat,5,,1%,,,,,,,SquirtleB,1,,0.5%,,KBTIT,1.5,,0.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,oriole,5,,0.8%,,,,,,,Chicken,4,,0.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jayce,5,,1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blacktwins,2,,0.9%,,,,,,,Mystikmol,1,,0.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LynZle,3,,0.9%,,,,,,,,,,,,,,,,,,,,,,Vongola,2,,0.6%,,Yamanaction,6,,0.9%,,,,,,,Raziek,2,,0.4%,,Yourbro,2,,0.6%,,,,,,,,,,,,,,,,,,,,
,Tamopio,1,,0.4%,,,,,,,,,,,,Denny,1,,0.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hinaks,3,,0.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KP,5,,1%,,,,,,,Alphicans,1,,0.5%,,Kepipi,1,,0.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,Nin',5,,0.8%,,,,,,,Evander,4,,0.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAPURICO,4,,0.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Silver,2,,0.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mossan,3,,0.9%,,,,,,,,,,,,,,,,,,,,,,OZN Tales,2,,0.6%,,Big chungus,5,,0.7%,,,,,,,Tacobros,2,,0.4%,,Maw,2,,0.6%,,,,,,,,,,,,,,,,,,,,
,Kabayeezy,1,,0.4%,,,,,,,,,,,,Yu,1,,0.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gidy,3,,0.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wal00gi,4,,0.8%,,,,,,,Battery,1,,0.5%,,Duon,1,,0.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,Mikimatsu,5,,0.8%,,,,,,,Blaster Boy,4,,0.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frozen,4,,0.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Digital Strider,2,,0.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bloom4Eva,3,,0.9%,,,,,,,,,,,,,,,,,,,,,,Sumea,1.5,,0.5%,,Connor,5,,0.7%,,,,,,,FriskyCissin,2,,0.4%,,KEE,1,,0.3%,,,,,,,,,,,,,,,,,,,,
