,Mario,,,,,Donkey Kong,,,,,Link,,,,,Samus,,,,,Yoshi,,,,,Kirby,,,,,Fox,,,,,Pikachu,,,,,Luigi,,,,,Ness,,,,,Captain Falcon,,,,, Jigglypuff,,,,,Peach,,,,,Bowser,,,,,Ice Climbers,,,,,Sheik,,,,,Zelda,,,,,Dr. Mario,,,,,Pichu,,,,,Falco,,,,,Marth,,,,,Lucina,,,,,Young Link,,,,,Ganondorf,,,,,Mewtwo,,,,,Roy,,,,,Chrom,,,,,Mr. G&W,,,,,Meta Knight,,,,,Pit,,,,,Zero Suit Samus,,,,,Wario,,,,,Snake,,,,,Ike,,,,,Pokemon Trainer,,,,,Diddy Kong,,,,,Lucas,,,,,Sonic,,,,,King Dedede,,,,,Olimar,,,,,Lucario,,,,,R.O.B.,,,,,Toon Link,,,,,Wolf,,,,,Villager,,,,,Mega Man,,,,,Wii Fit Trainer,,,,,Rosalina,,,,,Little Mac,,,,,Greninja,,,,,Palutena,,,,,Pac-Man,,,,,Robin,,,,,Shulk,,,,,Bowser Jr,,,,,Duck Hunt,,,,,Ryu,,,,,Ken,,,,,Cloud,,,,,Corrin,,,,,Bayonetta,,,,,Inkling,,,,,Ridley,,,,,Richter,,,,,King K. Rool,,,,,Isabelle,,,,,Incineroar,,,,,Piranha Plant,,,,,Joker,,,,,Hero,,,,,Banjo,,,,,Terry,,,,,Byleth,,,,,Min Min,,,,,Steve,,,,,Sephiroth,,,,,Pyra/Mythra,,,,,Kazuya,,,,,Sora,,,,,Mii Brawler,,,,,Mii Swordfighter,,,,,Mii Gunner,,,
,Xavier,5,,2.8%,,Rarukun,1.5,,3.1%,,OBESOO,2,,4%,,WaDi,6.5,,2.3%,,Dynomyte,3,,2%,,,,,,,Felix,5,,2.2%,,Homika,2.5,,1.8%,,Who,5,,2.9%,,Beastly,2,,0.9%,,PeZ,3,,1.5%,,,,,,,Aleixo,2,,1.3%,,Rearlet,1,,0.8%,,,,,,,Pokepen,3,,2.2%,,,,,,,,,,,,,,,,,Motsunabe,4,,2.6%,,,,,,,SpeedyBlueDude,1.5,,0.8%,,z3,4,,2.5%,,,,,,,,,,,,Lancelot,7.5,,1.8%,,Lax,3,,3%,,Take&Watch,4,,2.7%,,jyo1,1,,2.3%,,,,,,,Exodia,5,,4%,,DD,3,,1.4%,,AC,10,,3.1%,,Goblin,1.5,,4.5%,,XIFL,4,,2.4%,,ABR,7,,3.2%,,,,,,,SuperGirlKels,7,,2.5%,,,,,,,Meiki,2,,0.7%,,,,,,,sssr,10,,2.4%,,Kyros,4,,4.3%,,EKING,7,,2.3%,,,,,,,Emma,2,,1.4%,,Evy,3,,3.7%,,,,,,,,,,,,AciD,4,,3.7%,,Juanpi,7,,1.6%,,HIKARU,5.75,,3%,,,,,,,Fizzmint,4,,2.7%,,,,,,,,,,,,takera,2,,1.4%,,Moonboyjosh,4,,2.8%,,Zomba,5.5,,2.1%,,,,,,,Imokenpi,3,,2.7%,,Blues,2,,2.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Naitosharp,6,,2.5%,,Gedestra,1,,2.3%,,Juanpi,0.5,,1.6%,,YDelirious,4,,2.3%,,Siisqui,1.5,,1%,,MasterKill,6,,3.2%,,DM,8,,2%,,Cloudy,5,,2.4%,,Sensei,8,,2.2%,,Brr,4,,1.8%,,Rizeo,1,,1%,,Lunamado,1,,1.9%,,,,,,,,,,
,maze,5,,2.8%,,Trance,1,,2.1%,,Vex8,1,,2%,,Padrino,6,,2.1%,,Latios,3,,2%,,,,,,,Stroder,4,,1.8%,,Fryd Ryce,2,,1.4%,,Z minus,5,,2.9%,,Ramza,2,,0.9%,,NEL,2,,1%,,,,,,,Xav,2,,1.3%,,Linus,1,,0.8%,,,,,,,Captain L,3,,2.2%,,,,,,,,,,,,,,,,,faze,3,,1.9%,,,,,,,Jax,1,,0.5%,,Clique,3,,1.9%,,,,,,,,,,,,Chazz,7,,1.6%,,Flow,3,,3%,,Kaeru,3,,2%,,Klemenz,1,,2.3%,,,,,,,Yep,3,,2.4%,,Uraomote,3,,1.4%,,Sidarezakura,10,,3.1%,,,,,,,Tamopio,4,,2.4%,,Grim,6,,2.7%,,,,,,,Daige,7,,2.5%,,,,,,,thirty4,2,,0.7%,,,,,,,Biggymouth,10,,2.4%,,Cattail,3,,3.2%,,Atomsk,5,,1.7%,,,,,,,Komugiko,1,,0.7%,,CHACHO,2,,2.5%,,,,,,,,,,,,rebs,3,,2.8%,,Quinn,7,,1.6%,,Colmar,5,,2.6%,,,,,,,DoubleA,4,,2.7%,,,,,,,,,,,,Venom,1,,0.7%,,Sytonix,4,,2.8%,,enhancedpv,5,,1.9%,,,,,,,Nibodax,3,,2.7%,,WooxTom,2,,2.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kailen,5,,2.1%,,Usukeza,1,,2.3%,,,,,,,DarkStalker,3,,1.7%,,Mik,1,,0.7%,,Jeepers,5,,2.7%,,Soar,7.5,,1.9%,,ScAtt,4,,1.9%,,DM,8,,2.2%,,Nito,4,,1.8%,,OwlBBs,1,,1%,,,,,,,,,,,,,,,
,NoTag,5,,2.8%,,,,,,,,,,,,PsychoMyko,5,,1.8%,,Snoop,2,,1.3%,,,,,,,PeZ,3,,1.3%,,Lalo,1,,0.7%,,Crono,4,,2.3%,,,,,,,Garou,2,,1%,,,,,,,Lari,1,,0.6%,,Sandro,1,,0.8%,,,,,,,Javi,2,,1.5%,,,,,,,,,,,,,,,,,Duon,2,,1.3%,,,,,,,zuya,1,,0.5%,,Draver,3,,1.9%,,,,,,,,,,,,Stroder,6,,1.4%,,TonyClackos,3,,3%,,Dusk,2.5,,1.7%,,WingIt,0.5,,1.1%,,,,,,,shky,3,,2.4%,,Skitz,3,,1.4%,,Player 7,9,,2.8%,,,,,,,HIKARU,3.5,,2.1%,,Jix,5,,2.3%,,,,,,,Poyo,4,,1.4%,,,,,,,Doman,1,,0.4%,,,,,,,Epic_Gabriel,9,,2.1%,,Kunai Kazekun,1,,1.1%,,Higusaki,5,,1.7%,,,,,,,Regulating_Mofo,1,,0.7%,,Floppeh,2,,2.5%,,,,,,,,,,,,Donquavious,3,,2.8%,,Mystearica,6,,1.4%,,Chonren,5,,2.6%,,,,,,,Kinaji,4,,2.7%,,,,,,,,,,,,Maeda,1,,0.7%,,Smirk,3,,2.1%,,Caius,4,,1.5%,,,,,,,Ismael,2,,1.8%,,SquidSnipe,1,,1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhan,5,,2.1%,,,,,,,,,,,,Nito,3,,1.7%,,,,,,,yuzu,4,,2.2%,,MazeBeans,7,,1.8%,,Jordan,3.5,,1.7%,,AyaLin,6,,1.6%,,MKLeo,3,,1.4%,,Deathspade,0.5,,0.5%,,,,,,,,,,,,,,,
,Zephyr,5,,2.8%,,,,,,,,,,,,Parme,4,,1.4%,,Justin22,2,,1.3%,,,,,,,faze,3,,1.3%,,,,,,,Kaedegi,3,,1.8%,,,,,,,Arctice,2,,1%,,,,,,,Tomrod,1,,0.6%,,,,,,,,,,,,Big_mak,2,,1.5%,,,,,,,,,,,,,,,,,Jaxter,2,,1.3%,,,,,,,Javi,1,,0.5%,,Kyros,2,,1.3%,,,,,,,,,,,,GotM,5.5,,1.3%,,Leon,2,,2%,,woahwoah,2,,1.3%,,Kingel,0.5,,1.1%,,,,,,,Opsine,1,,0.8%,,Harlonga,2,,1%,,Sensei,8,,2.5%,,,,,,,Showers,2.5,,1.5%,,Nietono,5,,2.3%,,,,,,,Seco,4,,1.4%,,,,,,,L-Vis,0.5,,0.2%,,,,,,,8BitMan,8,,1.9%,,,,,,,ReN,5,,1.7%,,,,,,,Blues,1,,0.7%,,Sergio,2,,2.5%,,,,,,,,,,,,GoofyGoober,2,,1.9%,,Mtkat,5,,1.2%,,polka,4,,2.1%,,,,,,,TeemoXC,3,,2%,,,,,,,,,,,,Nathan,1,,0.7%,,Heaven,3,,2.1%,,Rox,3,,1.1%,,,,,,,Sabio1,2,,1.8%,,LA GRIMACE,1,,1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mercury,5,,2.1%,,,,,,,,,,,,Nathan,2,,1.2%,,,,,,,Raleck,4,,2.2%,,RockMan,6,,1.5%,,Grim,3,,1.5%,,Armadillo,6,,1.6%,,Ina_Phenom,3,,1.4%,,Craftis,0.5,,0.5%,,,,,,,,,,,,,,,
,Peppa,3,,1.7%,,,,,,,,,,,,Kace,3,,1.1%,,XxAlejoxX,2,,1.3%,,,,,,,Lui$,2,,0.9%,,,,,,,Radish King,2,,1.2%,,,,,,,Zerango,2,,1%,,,,,,,420PeachIt,1,,0.6%,,,,,,,,,,,,Soluna,2,,1.5%,,,,,,,,,,,,,,,,,Active,2,,1.3%,,,,,,,,,,,,Yungsz,2,,1.3%,,,,,,,,,,,,Alice,5,,1.2%,,Geova,1.5,,1.5%,,Poppt1,1.5,,1%,,,,,,,,,,,,Iba,1,,0.8%,,Frido,2,,1%,,Bobo,8,,2.5%,,,,,,,Ouch!?,2.5,,1.5%,,Rivers,4,,1.8%,,,,,,,Fancy,4,,1.4%,,,,,,,,,,,,,,,,,Kazma,8,,1.9%,,,,,,,Shori,5,,1.7%,,,,,,,,,,,,Same,1,,1.2%,,,,,,,,,,,,tama,1,,0.9%,,Eko,5,,1.2%,,pacstreet,3,,1.5%,,,,,,,Youyou,3,,2%,,,,,,,,,,,,,,,,,Fancy,2,,1.4%,,Todlumeire,3,,1.1%,,,,,,,Pokepen,2,,1.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wonf,4,,1.7%,,,,,,,,,,,,Patrino,2,,1.2%,,,,,,,Yrneh,3,,1.6%,,Triple A,6,,1.5%,,Abadango,1.5,,0.7%,,Gomakenpi,5,,1.4%,,Anality,3,,1.4%,,Lax,0.5,,0.5%,,,,,,,,,,,,,,,
,Teb,3,,1.7%,,,,,,,,,,,,NoTag,2.5,,0.9%,,Bac,2,,1.3%,,,,,,,Kindred,2,,0.9%,,,,,,,Milodo,2,,1.2%,,,,,,,StarMod,2,,1%,,,,,,,,,,,,,,,,,,,,,,Senn,1,,0.7%,,,,,,,,,,,,,,,,,Special K,2,,1.3%,,,,,,,,,,,,Blueboo,0.5,,0.3%,,,,,,,,,,,,Sriks,5,,1.2%,,Radiant,1,,1%,,Yael,1,,0.7%,,,,,,,,,,,,Muramura,1,,0.8%,,Oryon,1.5,,0.7%,,BeJay !,6,,1.8%,,,,,,,Doorstop,2,,1.2%,,Legit,4,,1.8%,,,,,,,Josuke,2,,0.7%,,,,,,,,,,,,,,,,,Longo,7,,1.7%,,,,,,,Masha,5,,1.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,Mewmon,1,,0.9%,,Akasa,5,,1.2%,,Beji,2,,1%,,,,,,,DarkShad,2,,1.3%,,,,,,,,,,,,,,,,,DarkShad,2,,1.4%,,Rizeasu,3,,1.1%,,,,,,,Deathspade,1,,0.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VoiD,4,,1.7%,,,,,,,,,,,,Vendetta,2,,1.2%,,,,,,,Exor,3,,1.6%,,Just Blue,6,,1.5%,,Niko,1.5,,0.7%,,Castle,5,,1.4%,,Grim,3,,1.4%,,,,,,,,,,,,,,,,,,,,
,FILIP,2.5,,1.4%,,,,,,,,,,,,Spectral,2,,0.7%,,Ividal,1,,0.7%,,,,,,,Shogun,1.5,,0.7%,,,,,,,Suadero,2,,1.2%,,,,,,,Tsuba,2,,1%,,,,,,,,,,,,,,,,,,,,,,Felix,1,,0.7%,,,,,,,,,,,,,,,,,FuerzaDON,1.5,,1%,,,,,,,,,,,,,,,,,,,,,,,,,,,Dusk,5,,1.2%,,Stroder Ame,1,,1%,,Amiin,1,,0.7%,,,,,,,,,,,,,,,,,Cho,1,,0.5%,,Sticccy,5,,1.5%,,,,,,,Smallleft,2,,1.2%,,Eko,3,,1.4%,,,,,,,Kichiro,2,,0.7%,,,,,,,,,,,,,,,,,Machu,7,,1.7%,,,,,,,HIDE,4,,1.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,Hinatoto,1,,0.9%,,Neeroz,4.5,,1.1%,,The6Master,1,,0.5%,,,,,,,Ramses,1,,0.7%,,,,,,,,,,,,,,,,,Maman,1,,0.7%,,NeoChronos,3,,1.1%,,,,,,,Logue,1,,0.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bloom4Eva,4,,1.7%,,,,,,,,,,,,Cless,1,,0.6%,,,,,,,deviljhotaro,3,,1.6%,,Noel,5,,1.3%,,Nathan,1,,0.5%,,Jin,5,,1.4%,,Moqi,3,,1.4%,,,,,,,,,,,,,,,,,,,,
,Shido,2,,1.1%,,,,,,,,,,,,AQuBe,2,,0.7%,,arsumu,1,,0.7%,,,,,,,Float,1,,0.4%,,,,,,,Ogatou,2,,1.2%,,,,,,,yoko,1,,0.5%,,,,,,,,,,,,,,,,,,,,,,Komugiko,0.5,,0.4%,,,,,,,,,,,,,,,,,ZoZeF,1.5,,1%,,,,,,,,,,,,,,,,,,,,,,,,,,,XIFL,4,,0.9%,,Ruven,1,,1%,,Irregular,1,,0.7%,,,,,,,,,,,,,,,,,Bastos,1,,0.5%,,Br1 AV,5,,1.5%,,,,,,,Nonocolors,2,,1.2%,,TKM,3,,1.4%,,,,,,,LeSoS,1,,0.4%,,,,,,,,,,,,,,,,,Vidad,6,,1.4%,,,,,,,Morsalsa,4,,1.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,Keekay,1,,0.9%,,$BK,4,,0.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maeda,1,,0.7%,,Chonren,2.5,,0.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rox,3,,1.3%,,,,,,,,,,,,Tomberry,1,,0.6%,,,,,,,MaT,3,,1.6%,,Kowalski_023,5,,1.3%,,Kaninabe,1,,0.5%,,Nair,4,,1.1%,,Royling,2,,0.9%,,,,,,,,,,,,,,,,,,,,
,Sonido,2,,1.1%,,,,,,,,,,,,Xeon,2,,0.7%,,Malisker,1,,0.7%,,,,,,,Mina,0.5,,0.2%,,,,,,,Mind,1,,0.6%,,,,,,,CaptainCRUP!!!,1,,0.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WingIt,1,,0.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,Blacktwins13,4,,0.9%,,Gidy,1,,1%,,Chichibu Travel,1,,0.7%,,,,,,,,,,,,,,,,,Mina,1,,0.5%,,Chronos,4,,1.2%,,,,,,,Mizuko,2,,1.2%,,Naitosharp,3,,1.4%,,,,,,,BluThunder,1,,0.4%,,,,,,,,,,,,,,,,,Kuroponzu,6,,1.4%,,,,,,,Dany,4,,1.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,Piplup,1,,0.9%,,Yei,3,,0.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bino,1,,0.7%,,Blacktwins13,2.5,,0.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tury,3,,1.3%,,,,,,,,,,,,Naz,1,,0.6%,,,,,,,Yori,2,,1.1%,,Rarukun,5,,1.3%,,Omega,1,,0.5%,,Jayce,4,,1.1%,,Big Stew,2,,0.9%,,,,,,,,,,,,,,,,,,,,
,Ssaturday,2,,1.1%,,,,,,,,,,,,Fairess,2,,0.7%,,SkullKid,1,,0.7%,,,,,,,,,,,,,,,,,Guti,1,,0.6%,,,,,,,Biggymouth,0.5,,0.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nexus,1,,0.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,Bonilla,4,,0.9%,,merf,1,,1%,,Renami,1,,0.7%,,,,,,,,,,,,,,,,,crepe sale,1,,0.5%,,GOHAN,4,,1.2%,,,,,,,Adrian,2,,1.2%,,Rikuya,3,,1.4%,,,,,,,SuperStriker,1,,0.4%,,,,,,,,,,,,,,,,,Jams,6,,1.4%,,,,,,,Kola,4,,1.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,Vanilla,1,,0.9%,,Lukitu,3,,0.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRK,1,,0.7%,,ReN,2.5,,0.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atelier,2.5,,1%,,,,,,,,,,,,,,,,,,,,,,Dan,2,,1.1%,,Gomakenpi,5,,1.3%,,,,,,,Poyo,4,,1.1%,,KR,1.5,,0.7%,,,,,,,,,,,,,,,,,,,,
,Ave,2,,1.1%,,,,,,,,,,,,Q,2,,0.7%,,Lukingordex,1,,0.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cyro,3,,0.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,HIKARU,0.5,,0.2%,,Panti,4,,1.2%,,,,,,,CStream,1,,0.6%,,Player-1,3,,1.4%,,,,,,,GreenSylvi,1,,0.4%,,,,,,,,,,,,,,,,,Genialo,6,,1.4%,,,,,,,Naitosharp,3,,1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hydra,3,,0.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mauu,1,,0.7%,,Tsu,2,,0.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cloudy,2.5,,1%,,,,,,,,,,,,,,,,,,,,,,Demo,2,,1.1%,,Yori,4,,1%,,,,,,,tarakotori,4,,1.1%,,WF,1,,0.5%,,,,,,,,,,,,,,,,,,,,
,Cobra,2,,1.1%,,,,,,,,,,,,Hide,2,,0.7%,,Macha,1,,0.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frostbyte,3,,0.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zeta,4,,1.2%,,,,,,,Fez,1,,0.6%,,kept,2.5,,1.1%,,,,,,,Craftis,1,,0.4%,,,,,,,,,,,,,,,,,Mikimatsu,5,,1.2%,,,,,,,Tweek,3,,1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kimbo,3,,0.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pineda,2,,0.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sabito,2,,0.8%,,,,,,,,,,,,,,,,,,,,,,HIDE,2,,1.1%,,Pow,4,,1%,,,,,,,Tet,3.5,,1%,,Turtle,1,,0.5%,,,,,,,,,,,,,,,,,,,,
,Scot,1.5,,0.9%,,,,,,,,,,,,ARJAY!!,1,,0.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swain,3,,0.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vinny G,3,,0.9%,,,,,,,ZanT,1,,0.6%,,Paseriman,2,,0.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,MKLeo,5,,1.2%,,,,,,,Poppt1,3,,1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SoudSamus,2,,0.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masashi,2,,0.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Akuga,2,,0.8%,,,,,,,,,,,,,,,,,,,,,,SpeedyBlueDude,1.5,,0.8%,,Spot,4,,1%,,,,,,,Sirjon,3,,0.8%,,Vermillion,1,,0.5%,,,,,,,,,,,,,,,,,,,,
,Noir,1,,0.6%,,,,,,,,,,,,Vizard,1,,0.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PositiveW,3,,0.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frawg,2,,0.6%,,,,,,,,,,,,Nelvin,2,,0.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,boosk,4,,0.9%,,,,,,,Darkblues,2.5,,0.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tama,2,,0.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sabito,2,,0.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mossan,2,,0.8%,,,,,,,,,,,,,,,,,,,,,,Dayyy,1,,0.5%,,Ente,4,,1%,,,,,,,Ripka,3,,0.8%,,Venom,1,,0.5%,,,,,,,,,,,,,,,,,,,,
,One O' Seven,1,,0.6%,,,,,,,,,,,,JJcat00,1,,0.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Toura,3,,0.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tarmogoyf,2,,0.6%,,,,,,,,,,,,Duon,2,,0.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,SebPro101,4,,0.9%,,,,,,,Capitancito,2.5,,0.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pineda,2,,0.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rugal,2,,0.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rugal,2,,0.8%,,,,,,,,,,,,,,,,,,,,,,Linus,0.5,,0.3%,,Steffen,4,,1%,,,,,,,Kome,3,,0.8%,,,,,,,,,,,,,,,,,,,,,,,,,
,Necro,1,,0.6%,,,,,,,,,,,,Exie,1,,0.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leon,3,,0.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XIFL,2,,0.6%,,,,,,,,,,,,Blue,2,,0.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,Nin',4,,0.9%,,,,,,,Tamopio,2,,0.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Firstbones,1,,0.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GotM,1.5,,0.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kip!,2,,0.8%,,,,,,,,,,,,,,,,,,,,,,Sidarezakura,0.5,,0.3%,,Riku,4,,1%,,,,,,,Riteshia,3,,0.8%,,,,,,,,,,,,,,,,,,,,,,,,,
,Tatsutsuyo,1,,0.6%,,,,,,,,,,,,Divine,1,,0.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kameme,3,,0.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Renegade,2,,0.6%,,,,,,,,,,,,Raleck,2,,0.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,AleX,3,,0.7%,,,,,,,Boodabam,2,,0.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cyan,1,,0.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tweek,1.5,,0.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BubblesBruno,1,,0.4%,,,,,,,,,,,,,,,,,,,,,,Pacstreet,0.5,,0.3%,,_trey5,4,,1%,,,,,,,PsineWave,2.5,,0.7%,,,,,,,,,,,,,,,,,,,,,,,,,
,Bear,0.5,,0.3%,,,,,,,,,,,,tama,0.5,,0.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geova,3,,0.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ghassan,2,,0.6%,,,,,,,,,,,,MOZA,2,,0.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,Evil Bez,3,,0.7%,,,,,,,Lalini,2,,0.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShinshiKun,1,,0.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kingel,1,,0.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emp,1,,0.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,Many,4,,1%,,,,,,,MoDzai,2.5,,0.7%,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yamanaction,3,,0.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rayquaza07,2,,0.6%,,,,,,,,,,,,SBF,1,,0.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,Gogesta,2.5,,0.6%,,,,,,,iBet,2,,0.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arkangel,1,,0.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zapata,1,,0.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vermillion,1,,0.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,ruketasu,3,,0.8%,,,,,,,Wonf,2,,0.5%,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tsuna,2.5,,0.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZoZeF,1.5,,0.5%,,,,,,,,,,,,otek,1,,0.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,Domnique,2,,0.5%,,,,,,,Smokk,1,,0.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alee,1,,0.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gorioka,1,,0.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,Ina_Phenom,3,,0.8%,,,,,,,Cobra,2,,0.5%,,,,,,,,,,,,,,,,,,,,,,,,,
